alpha,poly,rscore
36.000000,2,0.079336792751
36.000000,3,0.0879948587413
36.000000,4,0.0759384631921
36.000000,5,0.505531728992
36.000000,6,0.639139922238
36.000000,7,0.957978336642
36.000000,8,0.957663188302
36.000000,9,0.945338148639
36.000000,10,0.927492023089
37.000000,2,0.0792128952609
37.000000,3,0.0877348276028
37.000000,4,0.0759310472131
37.000000,5,0.501525614235
37.000000,6,0.637887172442
37.000000,7,0.957293858108
37.000000,8,0.957146442235
37.000000,9,0.944840619214
37.000000,10,0.927062658184
38.000000,2,0.0790964849794
38.000000,3,0.0874881667077
38.000000,4,0.0759249915461
38.000000,5,0.497660270604
